location,date,vaccine,total_vaccinations
Chile,2021-05-24,Oxford/AstraZeneca,103992
Chile,2021-05-24,Pfizer/BioNTech,3006730
Chile,2021-05-24,Sinovac,14460618
Chile,2021-05-25,Oxford/AstraZeneca,121460
Chile,2021-05-25,Pfizer/BioNTech,3117454
Chile,2021-05-25,Sinovac,14578244
Chile,2021-05-26,Oxford/AstraZeneca,146552
Chile,2021-05-26,Pfizer/BioNTech,3191318
Chile,2021-05-26,Sinovac,14707614
Chile,2021-05-27,Oxford/AstraZeneca,179691
Chile,2021-05-27,Pfizer/BioNTech,3248140
Chile,2021-05-27,Sinovac,14820094
Chile,2021-05-28,Oxford/AstraZeneca,210730
Chile,2021-05-28,Pfizer/BioNTech,3296679
Chile,2021-05-28,Sinovac,14926150
Chile,2021-05-29,Oxford/AstraZeneca,218946
Chile,2021-05-29,Pfizer/BioNTech,3309044
Chile,2021-05-29,Sinovac,14952799
Chile,2021-05-30,Oxford/AstraZeneca,220293
Chile,2021-05-30,Pfizer/BioNTech,3310636
Chile,2021-05-30,Sinovac,14959934
Chile,2021-05-31,CanSino,73
Chile,2021-05-31,Oxford/AstraZeneca,261114
Chile,2021-05-31,Pfizer/BioNTech,3381058
Chile,2021-05-31,Sinovac,15063495
Chile,2021-06-01,CanSino,10439
Chile,2021-06-01,Oxford/AstraZeneca,302831
Chile,2021-06-01,Pfizer/BioNTech,3487083
Chile,2021-06-01,Sinovac,15125671
Chile,2021-06-02,CanSino,33737
Chile,2021-06-02,Oxford/AstraZeneca,332425
Chile,2021-06-02,Pfizer/BioNTech,3569362
Chile,2021-06-02,Sinovac,15193924
Chile,2021-06-03,CanSino,73332
Chile,2021-06-03,Oxford/AstraZeneca,334520
Chile,2021-06-03,Pfizer/BioNTech,3616588
Chile,2021-06-03,Sinovac,15268130
Chile,2021-06-04,CanSino,107639
Chile,2021-06-04,Oxford/AstraZeneca,335896
Chile,2021-06-04,Pfizer/BioNTech,3640758
Chile,2021-06-04,Sinovac,15352811
Chile,2021-06-05,CanSino,117545
Chile,2021-06-05,Oxford/AstraZeneca,336171
Chile,2021-06-05,Pfizer/BioNTech,3645790
Chile,2021-06-05,Sinovac,15375177
Chile,2021-06-06,CanSino,119335
Chile,2021-06-06,Oxford/AstraZeneca,336200
Chile,2021-06-06,Pfizer/BioNTech,3646374
Chile,2021-06-06,Sinovac,15377761
Chile,2021-06-07,CanSino,146781
Chile,2021-06-07,Oxford/AstraZeneca,337902
Chile,2021-06-07,Pfizer/BioNTech,3657847
Chile,2021-06-07,Sinovac,15517842
Chile,2021-06-08,CanSino,166843
Chile,2021-06-08,Oxford/AstraZeneca,339381
Chile,2021-06-08,Pfizer/BioNTech,3670919
Chile,2021-06-08,Sinovac,15667048
Chile,2021-06-09,CanSino,183521
Chile,2021-06-09,Oxford/AstraZeneca,341142
Chile,2021-06-09,Pfizer/BioNTech,3682698
Chile,2021-06-09,Sinovac,15829380
Chile,2021-06-10,CanSino,196638
Chile,2021-06-10,Oxford/AstraZeneca,342250
Chile,2021-06-10,Pfizer/BioNTech,3696294
Chile,2021-06-10,Sinovac,16003876
Chile,2021-06-11,CanSino,200686
Chile,2021-06-11,Oxford/AstraZeneca,343316
Chile,2021-06-11,Pfizer/BioNTech,3712736
Chile,2021-06-11,Sinovac,16160405
Chile,2021-06-12,CanSino,201078
Chile,2021-06-12,Oxford/AstraZeneca,343601
Chile,2021-06-12,Pfizer/BioNTech,3715522
Chile,2021-06-12,Sinovac,16189357
Chile,2021-06-13,CanSino,201127
Chile,2021-06-13,Oxford/AstraZeneca,343613
Chile,2021-06-13,Pfizer/BioNTech,3716068
Chile,2021-06-13,Sinovac,16190814
Chile,2021-06-14,CanSino,205318
Chile,2021-06-14,Oxford/AstraZeneca,344628
Chile,2021-06-14,Pfizer/BioNTech,3747831
Chile,2021-06-14,Sinovac,16374817
Chile,2021-06-15,CanSino,208986
Chile,2021-06-15,Oxford/AstraZeneca,345301
Chile,2021-06-15,Pfizer/BioNTech,3800419
Chile,2021-06-15,Sinovac,16527654
Chile,2021-06-16,CanSino,212899
Chile,2021-06-16,Oxford/AstraZeneca,345994
Chile,2021-06-16,Pfizer/BioNTech,3870916
Chile,2021-06-16,Sinovac,16677830
Chile,2021-06-17,CanSino,215931
Chile,2021-06-17,Oxford/AstraZeneca,346646
Chile,2021-06-17,Pfizer/BioNTech,3935794
Chile,2021-06-17,Sinovac,16791089
Chile,2021-06-18,CanSino,218277
Chile,2021-06-18,Oxford/AstraZeneca,347345
Chile,2021-06-18,Pfizer/BioNTech,3972492
Chile,2021-06-18,Sinovac,16857406
Chile,2021-06-19,CanSino,218555
Chile,2021-06-19,Oxford/AstraZeneca,347462
Chile,2021-06-19,Pfizer/BioNTech,3983690
Chile,2021-06-19,Sinovac,16882167
Chile,2021-06-20,CanSino,218567
Chile,2021-06-20,Oxford/AstraZeneca,347472
Chile,2021-06-20,Pfizer/BioNTech,3984884
Chile,2021-06-20,Sinovac,16884860
Chile,2021-06-21,CanSino,218668
Chile,2021-06-21,Oxford/AstraZeneca,347561
Chile,2021-06-21,Pfizer/BioNTech,3993740
Chile,2021-06-21,Sinovac,16894664
Chile,2021-06-22,CanSino,222406
Chile,2021-06-22,Oxford/AstraZeneca,349105
Chile,2021-06-22,Pfizer/BioNTech,4148706
Chile,2021-06-22,Sinovac,17034404
Chile,2021-06-23,CanSino,234798
Chile,2021-06-23,Oxford/AstraZeneca,351076
Chile,2021-06-23,Pfizer/BioNTech,4257234
Chile,2021-06-23,Sinovac,17155770
Chile,2021-06-24,CanSino,298300
Chile,2021-06-24,Oxford/AstraZeneca,354156
Chile,2021-06-24,Pfizer/BioNTech,4337060
Chile,2021-06-24,Sinovac,17255469
Chile,2021-06-25,CanSino,348184
Chile,2021-06-25,Oxford/AstraZeneca,357779
Chile,2021-06-25,Pfizer/BioNTech,4404400
Chile,2021-06-25,Sinovac,17339436
Chile,2021-06-26,CanSino,358243
Chile,2021-06-26,Oxford/AstraZeneca,358892
Chile,2021-06-26,Pfizer/BioNTech,4424290
Chile,2021-06-26,Sinovac,17359982
Chile,2021-06-27,CanSino,359494
Chile,2021-06-27,Oxford/AstraZeneca,358975
Chile,2021-06-27,Pfizer/BioNTech,4426391
Chile,2021-06-27,Sinovac,17362046
Chile,2021-06-28,CanSino,360713
Chile,2021-06-28,Oxford/AstraZeneca,359123
Chile,2021-06-28,Pfizer/BioNTech,4428879
Chile,2021-06-28,Sinovac,17363519
Chile,2021-06-29,CanSino,392246
Chile,2021-06-29,Oxford/AstraZeneca,364424
Chile,2021-06-29,Pfizer/BioNTech,4552694
Chile,2021-06-29,Sinovac,17440835
Chile,2021-06-30,CanSino,414027
Chile,2021-06-30,Oxford/AstraZeneca,368190
Chile,2021-06-30,Pfizer/BioNTech,4671721
Chile,2021-06-30,Sinovac,17483840
Croatia,2021-01-01,Pfizer/BioNTech,1951
Croatia,2021-01-08,Johnson&Johnson,2
Croatia,2021-01-08,Moderna,7
Croatia,2021-01-08,Pfizer/BioNTech,30359
Croatia,2021-01-15,Moderna,1485
Croatia,2021-01-15,Oxford/AstraZeneca,3
Croatia,2021-01-15,Pfizer/BioNTech,47349
Croatia,2021-01-22,Moderna,2634
Croatia,2021-01-22,Pfizer/BioNTech,69474
Croatia,2021-01-29,Johnson&Johnson,4
Croatia,2021-01-29,Moderna,2719
Croatia,2021-01-29,Pfizer/BioNTech,85702
Croatia,2021-02-05,Moderna,3188
Croatia,2021-02-05,Oxford/AstraZeneca,6
Croatia,2021-02-05,Pfizer/BioNTech,102453
Croatia,2021-02-12,Moderna,8212
Croatia,2021-02-12,Oxford/AstraZeneca,3145
Croatia,2021-02-12,Pfizer/BioNTech,122861
Croatia,2021-02-19,Johnson&Johnson,5
Croatia,2021-02-19,Moderna,13212
Croatia,2021-02-19,Oxford/AstraZeneca,18792
Croatia,2021-02-19,Pfizer/BioNTech,142349
Croatia,2021-02-26,Moderna,14347
Croatia,2021-02-26,Oxford/AstraZeneca,59169
Croatia,2021-02-26,Pfizer/BioNTech,162025
Croatia,2021-03-05,Moderna,22739
Croatia,2021-03-05,Oxford/AstraZeneca,83249
Croatia,2021-03-05,Pfizer/BioNTech,185693
Croatia,2021-03-12,Moderna,29372
Croatia,2021-03-12,Oxford/AstraZeneca,116074
Croatia,2021-03-12,Pfizer/BioNTech,208587
Croatia,2021-03-19,Johnson&Johnson,8
Croatia,2021-03-19,Moderna,44504
Croatia,2021-03-19,Oxford/AstraZeneca,136385
Croatia,2021-03-19,Pfizer/BioNTech,239222
Croatia,2021-03-26,Johnson&Johnson,9
Croatia,2021-03-26,Moderna,52317
Croatia,2021-03-26,Oxford/AstraZeneca,156486
Croatia,2021-03-26,Pfizer/BioNTech,272201
Croatia,2021-04-02,Johnson&Johnson,10
Croatia,2021-04-02,Moderna,71409
Croatia,2021-04-02,Oxford/AstraZeneca,171934
Croatia,2021-04-02,Pfizer/BioNTech,303979
Croatia,2021-04-09,Johnson&Johnson,16
Croatia,2021-04-09,Moderna,83461
Croatia,2021-04-09,Oxford/AstraZeneca,200321
Croatia,2021-04-09,Pfizer/BioNTech,331298
Croatia,2021-04-16,Johnson&Johnson,19
Croatia,2021-04-16,Moderna,103440
Croatia,2021-04-16,Oxford/AstraZeneca,230933
Croatia,2021-04-16,Pfizer/BioNTech,390211
Croatia,2021-04-23,Johnson&Johnson,19
Croatia,2021-04-23,Moderna,114155
Croatia,2021-04-23,Oxford/AstraZeneca,245396
Croatia,2021-04-23,Pfizer/BioNTech,466879
Croatia,2021-04-30,Johnson&Johnson,781
Croatia,2021-04-30,Moderna,128790
Croatia,2021-04-30,Oxford/AstraZeneca,264958
Croatia,2021-04-30,Pfizer/BioNTech,551858
Croatia,2021-05-07,Johnson&Johnson,3603
Croatia,2021-05-07,Moderna,145804
Croatia,2021-05-07,Oxford/AstraZeneca,304582
Croatia,2021-05-07,Pfizer/BioNTech,723962
Croatia,2021-05-14,Johnson&Johnson,6290
Croatia,2021-05-14,Moderna,170741
Croatia,2021-05-14,Oxford/AstraZeneca,343328
Croatia,2021-05-14,Pfizer/BioNTech,897523
Croatia,2021-05-21,Johnson&Johnson,9548
Croatia,2021-05-21,Moderna,194034
Croatia,2021-05-21,Oxford/AstraZeneca,375927
Croatia,2021-05-21,Pfizer/BioNTech,1048947
Croatia,2021-05-28,Johnson&Johnson,12454
Croatia,2021-05-28,Moderna,209711
Croatia,2021-05-28,Oxford/AstraZeneca,405075
Croatia,2021-05-28,Pfizer/BioNTech,1185267
Croatia,2021-06-04,Johnson&Johnson,14579
Croatia,2021-06-04,Moderna,220580
Croatia,2021-06-04,Oxford/AstraZeneca,423052
Croatia,2021-06-04,Pfizer/BioNTech,1287433
Croatia,2021-06-11,Johnson&Johnson,17300
Croatia,2021-06-11,Moderna,238619
Croatia,2021-06-11,Oxford/AstraZeneca,443983
Croatia,2021-06-11,Pfizer/BioNTech,1448903
Croatia,2021-06-18,Johnson&Johnson,19562
Croatia,2021-06-18,Moderna,258562
Croatia,2021-06-18,Oxford/AstraZeneca,464048
Croatia,2021-06-18,Pfizer/BioNTech,1630501
Croatia,2021-06-25,Johnson&Johnson,21569
Croatia,2021-06-25,Moderna,270011
Croatia,2021-06-25,Oxford/AstraZeneca,475676
Croatia,2021-06-25,Pfizer/BioNTech,1760860
Croatia,2021-07-02,Johnson&Johnson,22083
Croatia,2021-07-02,Moderna,272392
Croatia,2021-07-02,Oxford/AstraZeneca,476475
Croatia,2021-07-02,Pfizer/BioNTech,1766543
Cyprus,2021-01-01,Pfizer/BioNTech,353
Cyprus,2021-01-08,Pfizer/BioNTech,6119
Cyprus,2021-01-15,Moderna,0
Cyprus,2021-01-15,Pfizer/BioNTech,10752
Cyprus,2021-01-22,Moderna,210
Cyprus,2021-01-22,Pfizer/BioNTech,17741
Cyprus,2021-01-29,Moderna,420
Cyprus,2021-01-29,Pfizer/BioNTech,24541
Cyprus,2021-02-05,Pfizer/BioNTech,32190
Cyprus,2021-02-12,Moderna,421
Cyprus,2021-02-12,Oxford/AstraZeneca,582
Cyprus,2021-02-12,Pfizer/BioNTech,42842
Cyprus,2021-02-19,Moderna,741
Cyprus,2021-02-19,Oxford/AstraZeneca,6122
Cyprus,2021-02-19,Pfizer/BioNTech,51095
Cyprus,2021-02-26,Moderna,951
Cyprus,2021-02-26,Oxford/AstraZeneca,18121
Cyprus,2021-02-26,Pfizer/BioNTech,58802
Cyprus,2021-03-05,Moderna,1301
Cyprus,2021-03-05,Oxford/AstraZeneca,28600
Cyprus,2021-03-05,Pfizer/BioNTech,68746
Cyprus,2021-03-12,Moderna,4195
Cyprus,2021-03-12,Oxford/AstraZeneca,40746
Cyprus,2021-03-12,Pfizer/BioNTech,78264
Cyprus,2021-03-19,Moderna,4304
Cyprus,2021-03-19,Oxford/AstraZeneca,41621
Cyprus,2021-03-19,Pfizer/BioNTech,85087
Cyprus,2021-03-26,Moderna,4304
Cyprus,2021-03-26,Oxford/AstraZeneca,48119
Cyprus,2021-03-26,Pfizer/BioNTech,94671
Cyprus,2021-04-02,Moderna,6546
Cyprus,2021-04-02,Oxford/AstraZeneca,52026
Cyprus,2021-04-02,Pfizer/BioNTech,102355
Cyprus,2021-04-09,Moderna,12455
Cyprus,2021-04-09,Oxford/AstraZeneca,59906
Cyprus,2021-04-09,Pfizer/BioNTech,112307
Cyprus,2021-04-16,Johnson&Johnson,0
Cyprus,2021-04-16,Moderna,13235
Cyprus,2021-04-16,Oxford/AstraZeneca,66739
Cyprus,2021-04-16,Pfizer/BioNTech,129841
Cyprus,2021-04-23,Oxford/AstraZeneca,77692
Cyprus,2021-04-23,Pfizer/BioNTech,150072
Cyprus,2021-04-30,Johnson&Johnson,1187
Cyprus,2021-04-30,Moderna,15632
Cyprus,2021-04-30,Oxford/AstraZeneca,84215
Cyprus,2021-04-30,Pfizer/BioNTech,191877
Cyprus,2021-05-07,Johnson&Johnson,2247
Cyprus,2021-05-07,Moderna,21437
Cyprus,2021-05-07,Oxford/AstraZeneca,95460
Cyprus,2021-05-07,Pfizer/BioNTech,237570
Cyprus,2021-05-14,Johnson&Johnson,5608
Cyprus,2021-05-14,Moderna,28312
Cyprus,2021-05-14,Oxford/AstraZeneca,120685
Cyprus,2021-05-14,Pfizer/BioNTech,279734
Cyprus,2021-05-21,Moderna,37386
Cyprus,2021-05-21,Oxford/AstraZeneca,143487
Cyprus,2021-05-21,Pfizer/BioNTech,327094
Cyprus,2021-05-28,Johnson&Johnson,5608
Cyprus,2021-05-28,Moderna,44433
Cyprus,2021-05-28,Oxford/AstraZeneca,159509
Cyprus,2021-05-28,Pfizer/BioNTech,373057
Cyprus,2021-06-04,Moderna,48320
Cyprus,2021-06-04,Oxford/AstraZeneca,169765
Cyprus,2021-06-04,Pfizer/BioNTech,410695
Cyprus,2021-06-11,Johnson&Johnson,6008
Cyprus,2021-06-11,Moderna,54573
Cyprus,2021-06-11,Oxford/AstraZeneca,180681
Cyprus,2021-06-11,Pfizer/BioNTech,446086
Cyprus,2021-06-18,Johnson&Johnson,12832
Cyprus,2021-06-18,Moderna,63072
Cyprus,2021-06-18,Oxford/AstraZeneca,190449
Cyprus,2021-06-18,Pfizer/BioNTech,479103
Cyprus,2021-06-25,Johnson&Johnson,14050
Cyprus,2021-06-25,Moderna,70062
Cyprus,2021-06-25,Oxford/AstraZeneca,197702
Cyprus,2021-06-25,Pfizer/BioNTech,500259
Cyprus,2021-07-02,Johnson&Johnson,14381
Cyprus,2021-07-02,Moderna,70767
Cyprus,2021-07-02,Oxford/AstraZeneca,200392
Cyprus,2021-07-02,Pfizer/BioNTech,514390
Czechia,2020-12-27,Pfizer/BioNTech,1254
Czechia,2020-12-28,Pfizer/BioNTech,3550
Czechia,2020-12-29,Pfizer/BioNTech,7001
Czechia,2020-12-30,Pfizer/BioNTech,10480
Czechia,2020-12-31,Pfizer/BioNTech,11785
Czechia,2021-01-01,Pfizer/BioNTech,12046
Czechia,2021-01-02,Pfizer/BioNTech,13313
Czechia,2021-01-03,Pfizer/BioNTech,14227
Czechia,2021-01-04,Pfizer/BioNTech,17808
Czechia,2021-01-05,Pfizer/BioNTech,22303
Czechia,2021-01-06,Pfizer/BioNTech,28129
Czechia,2021-01-07,Pfizer/BioNTech,36079
Czechia,2021-01-08,Pfizer/BioNTech,46023
Czechia,2021-01-09,Pfizer/BioNTech,48036
Czechia,2021-01-10,Pfizer/BioNTech,49790
Czechia,2021-01-11,Pfizer/BioNTech,59597
Czechia,2021-01-12,Pfizer/BioNTech,72979
Czechia,2021-01-13,Pfizer/BioNTech,86460
Czechia,2021-01-14,Moderna,1226
Czechia,2021-01-14,Pfizer/BioNTech,100402
Czechia,2021-01-15,Moderna,1984
Czechia,2021-01-15,Pfizer/BioNTech,113587
Czechia,2021-01-16,Moderna,2310
Czechia,2021-01-16,Pfizer/BioNTech,116637
Czechia,2021-01-17,Moderna,2399
Czechia,2021-01-17,Pfizer/BioNTech,119778
Czechia,2021-01-18,Moderna,2576
Czechia,2021-01-18,Pfizer/BioNTech,133875
Czechia,2021-01-19,Moderna,3350
Czechia,2021-01-19,Pfizer/BioNTech,148312
Czechia,2021-01-20,Moderna,4930
Czechia,2021-01-20,Pfizer/BioNTech,162977
Czechia,2021-01-21,Moderna,5886
Czechia,2021-01-21,Pfizer/BioNTech,179331
Czechia,2021-01-22,Moderna,6081
Czechia,2021-01-22,Pfizer/BioNTech,194974
Czechia,2021-01-23,Moderna,6122
Czechia,2021-01-23,Pfizer/BioNTech,199093
Czechia,2021-01-24,Moderna,6246
Czechia,2021-01-24,Pfizer/BioNTech,202079
Czechia,2021-01-25,Moderna,6443
Czechia,2021-01-25,Pfizer/BioNTech,214442
Czechia,2021-01-26,Moderna,6716
Czechia,2021-01-26,Pfizer/BioNTech,228633
Czechia,2021-01-27,Moderna,7018
Czechia,2021-01-27,Pfizer/BioNTech,241827
Czechia,2021-01-28,Moderna,7137
Czechia,2021-01-28,Pfizer/BioNTech,254842
Czechia,2021-01-29,Moderna,7288
Czechia,2021-01-29,Pfizer/BioNTech,268698
Czechia,2021-01-30,Moderna,7290
Czechia,2021-01-30,Pfizer/BioNTech,270501
Czechia,2021-01-31,Moderna,7291
Czechia,2021-01-31,Pfizer/BioNTech,272376
Czechia,2021-02-01,Moderna,7547
Czechia,2021-02-01,Pfizer/BioNTech,283964
Czechia,2021-02-02,Moderna,7874
Czechia,2021-02-02,Pfizer/BioNTech,297946
Czechia,2021-02-03,Moderna,8602
Czechia,2021-02-03,Pfizer/BioNTech,312564
Czechia,2021-02-04,Moderna,9738
Czechia,2021-02-04,Pfizer/BioNTech,329232
Czechia,2021-02-05,Moderna,10928
Czechia,2021-02-05,Pfizer/BioNTech,344109
Czechia,2021-02-06,Moderna,11186
Czechia,2021-02-06,Pfizer/BioNTech,347028
Czechia,2021-02-07,Moderna,11449
Czechia,2021-02-07,Pfizer/BioNTech,350087
Czechia,2021-02-08,Moderna,12355
Czechia,2021-02-08,Pfizer/BioNTech,364569
Czechia,2021-02-09,Moderna,14013
Czechia,2021-02-09,Oxford/AstraZeneca,1
Czechia,2021-02-09,Pfizer/BioNTech,379878
Czechia,2021-02-10,Moderna,15758
Czechia,2021-02-10,Pfizer/BioNTech,396777
Czechia,2021-02-11,Moderna,19132
Czechia,2021-02-11,Oxford/AstraZeneca,234
Czechia,2021-02-11,Pfizer/BioNTech,415593
Czechia,2021-02-12,Moderna,21366
Czechia,2021-02-12,Oxford/AstraZeneca,633
Czechia,2021-02-12,Pfizer/BioNTech,434324
Czechia,2021-02-13,Moderna,21850
Czechia,2021-02-13,Oxford/AstraZeneca,1072
Czechia,2021-02-13,Pfizer/BioNTech,437955
Czechia,2021-02-14,Moderna,22098
Czechia,2021-02-14,Oxford/AstraZeneca,1275
Czechia,2021-02-14,Pfizer/BioNTech,439864
Czechia,2021-02-15,Moderna,23512
Czechia,2021-02-15,Oxford/AstraZeneca,2026
Czechia,2021-02-15,Pfizer/BioNTech,453386
Czechia,2021-02-16,Moderna,25988
Czechia,2021-02-16,Oxford/AstraZeneca,3194
Czechia,2021-02-16,Pfizer/BioNTech,467448
Czechia,2021-02-17,Moderna,28722
Czechia,2021-02-17,Oxford/AstraZeneca,5239
Czechia,2021-02-17,Pfizer/BioNTech,480591
Czechia,2021-02-18,Moderna,31070
Czechia,2021-02-18,Oxford/AstraZeneca,7233
Czechia,2021-02-18,Pfizer/BioNTech,496514
Czechia,2021-02-19,Moderna,32461
Czechia,2021-02-19,Oxford/AstraZeneca,8970
Czechia,2021-02-19,Pfizer/BioNTech,512494
Czechia,2021-02-20,Moderna,32464
Czechia,2021-02-20,Oxford/AstraZeneca,9639
Czechia,2021-02-20,Pfizer/BioNTech,514952
Czechia,2021-02-21,Moderna,32564
Czechia,2021-02-21,Oxford/AstraZeneca,9837
Czechia,2021-02-21,Pfizer/BioNTech,516761
Czechia,2021-02-22,Moderna,33563
Czechia,2021-02-22,Oxford/AstraZeneca,11445
Czechia,2021-02-22,Pfizer/BioNTech,530232
Czechia,2021-02-23,Moderna,34344
Czechia,2021-02-23,Oxford/AstraZeneca,14180
Czechia,2021-02-23,Pfizer/BioNTech,546528
Czechia,2021-02-24,Moderna,35672
Czechia,2021-02-24,Oxford/AstraZeneca,17117
Czechia,2021-02-24,Pfizer/BioNTech,562077
Czechia,2021-02-25,Moderna,36851
Czechia,2021-02-25,Oxford/AstraZeneca,21475
Czechia,2021-02-25,Pfizer/BioNTech,579994
Czechia,2021-02-26,Moderna,37690
Czechia,2021-02-26,Oxford/AstraZeneca,24824
Czechia,2021-02-26,Pfizer/BioNTech,597231
Czechia,2021-02-27,Moderna,37861
Czechia,2021-02-27,Oxford/AstraZeneca,25442
Czechia,2021-02-27,Pfizer/BioNTech,599982
Czechia,2021-02-28,Moderna,38054
Czechia,2021-02-28,Oxford/AstraZeneca,25912
Czechia,2021-02-28,Pfizer/BioNTech,602199
Czechia,2021-03-01,Moderna,39652
Czechia,2021-03-01,Oxford/AstraZeneca,29933
Czechia,2021-03-01,Pfizer/BioNTech,619418
Czechia,2021-03-02,Moderna,41521
Czechia,2021-03-02,Oxford/AstraZeneca,39324
Czechia,2021-03-02,Pfizer/BioNTech,638779
Czechia,2021-03-03,Moderna,45223
Czechia,2021-03-03,Oxford/AstraZeneca,49061
Czechia,2021-03-03,Pfizer/BioNTech,660542
Czechia,2021-03-04,Moderna,49970
Czechia,2021-03-04,Oxford/AstraZeneca,58419
Czechia,2021-03-04,Pfizer/BioNTech,684183
Czechia,2021-03-05,Moderna,53578
Czechia,2021-03-05,Oxford/AstraZeneca,66802
Czechia,2021-03-05,Pfizer/BioNTech,706252
Czechia,2021-03-06,Moderna,54976
Czechia,2021-03-06,Oxford/AstraZeneca,71286
Czechia,2021-03-06,Pfizer/BioNTech,713286
Czechia,2021-03-07,Moderna,56272
Czechia,2021-03-07,Oxford/AstraZeneca,75421
Czechia,2021-03-07,Pfizer/BioNTech,720046
Czechia,2021-03-08,Moderna,59354
Czechia,2021-03-08,Oxford/AstraZeneca,83298
Czechia,2021-03-08,Pfizer/BioNTech,743475
Czechia,2021-03-09,Moderna,64666
Czechia,2021-03-09,Oxford/AstraZeneca,94499
Czechia,2021-03-09,Pfizer/BioNTech,769453
Czechia,2021-03-10,Moderna,69644
Czechia,2021-03-10,Oxford/AstraZeneca,105403
Czechia,2021-03-10,Pfizer/BioNTech,801573
Czechia,2021-03-11,Moderna,73922
Czechia,2021-03-11,Oxford/AstraZeneca,117188
Czechia,2021-03-11,Pfizer/BioNTech,838453
Czechia,2021-03-12,Moderna,79343
Czechia,2021-03-12,Oxford/AstraZeneca,129438
Czechia,2021-03-12,Pfizer/BioNTech,867801
Czechia,2021-03-13,Moderna,80635
Czechia,2021-03-13,Oxford/AstraZeneca,132430
Czechia,2021-03-13,Pfizer/BioNTech,881810
Czechia,2021-03-14,Moderna,81769
Czechia,2021-03-14,Oxford/AstraZeneca,133337
Czechia,2021-03-14,Pfizer/BioNTech,892959
Czechia,2021-03-15,Moderna,88558
Czechia,2021-03-15,Oxford/AstraZeneca,141374
Czechia,2021-03-15,Pfizer/BioNTech,915137
Czechia,2021-03-16,Moderna,97748
Czechia,2021-03-16,Oxford/AstraZeneca,150106
Czechia,2021-03-16,Pfizer/BioNTech,946447
Czechia,2021-03-17,Moderna,105481
Czechia,2021-03-17,Oxford/AstraZeneca,159111
Czechia,2021-03-17,Pfizer/BioNTech,977509
Czechia,2021-03-18,Moderna,112612
Czechia,2021-03-18,Oxford/AstraZeneca,168443
Czechia,2021-03-18,Pfizer/BioNTech,1011205
Czechia,2021-03-19,Moderna,118674
Czechia,2021-03-19,Oxford/AstraZeneca,177225
Czechia,2021-03-19,Pfizer/BioNTech,1044149
Czechia,2021-03-20,Moderna,119811
Czechia,2021-03-20,Oxford/AstraZeneca,179649
Czechia,2021-03-20,Pfizer/BioNTech,1057617
Czechia,2021-03-21,Moderna,120126
Czechia,2021-03-21,Oxford/AstraZeneca,180122
Czechia,2021-03-21,Pfizer/BioNTech,1065727
Czechia,2021-03-22,Moderna,124411
Czechia,2021-03-22,Oxford/AstraZeneca,186958
Czechia,2021-03-22,Pfizer/BioNTech,1091227
Czechia,2021-03-23,Moderna,128258
Czechia,2021-03-23,Oxford/AstraZeneca,194564
Czechia,2021-03-23,Pfizer/BioNTech,1119423
Czechia,2021-03-24,Moderna,132404
Czechia,2021-03-24,Oxford/AstraZeneca,202322
Czechia,2021-03-24,Pfizer/BioNTech,1149897
Czechia,2021-03-25,Moderna,136438
Czechia,2021-03-25,Oxford/AstraZeneca,209831
Czechia,2021-03-25,Pfizer/BioNTech,1182313
Czechia,2021-03-26,Moderna,138978
Czechia,2021-03-26,Oxford/AstraZeneca,215570
Czechia,2021-03-26,Pfizer/BioNTech,1216149
Czechia,2021-03-27,Moderna,140217
Czechia,2021-03-27,Oxford/AstraZeneca,216448
Czechia,2021-03-27,Pfizer/BioNTech,1227230
Czechia,2021-03-28,Moderna,141772
Czechia,2021-03-28,Oxford/AstraZeneca,216570
Czechia,2021-03-28,Pfizer/BioNTech,1235187
Czechia,2021-03-29,Moderna,147660
Czechia,2021-03-29,Oxford/AstraZeneca,220336
Czechia,2021-03-29,Pfizer/BioNTech,1264966
Czechia,2021-03-30,Moderna,156490
Czechia,2021-03-30,Oxford/AstraZeneca,225697
Czechia,2021-03-30,Pfizer/BioNTech,1297392
Czechia,2021-03-31,Moderna,167480
Czechia,2021-03-31,Oxford/AstraZeneca,230658
Czechia,2021-03-31,Pfizer/BioNTech,1331338
Czechia,2021-04-01,Moderna,178168
Czechia,2021-04-01,Oxford/AstraZeneca,235214
Czechia,2021-04-01,Pfizer/BioNTech,1373422
Czechia,2021-04-02,Moderna,180695
Czechia,2021-04-02,Oxford/AstraZeneca,235785
Czechia,2021-04-02,Pfizer/BioNTech,1389872
Czechia,2021-04-03,Moderna,182393
Czechia,2021-04-03,Oxford/AstraZeneca,235995
Czechia,2021-04-03,Pfizer/BioNTech,1402400
Czechia,2021-04-04,Moderna,183592
Czechia,2021-04-04,Oxford/AstraZeneca,235999
Czechia,2021-04-04,Pfizer/BioNTech,1412418
Czechia,2021-04-05,Moderna,184987
Czechia,2021-04-05,Oxford/AstraZeneca,236070
Czechia,2021-04-05,Pfizer/BioNTech,1420410
Czechia,2021-04-06,Moderna,193437
Czechia,2021-04-06,Oxford/AstraZeneca,239056
Czechia,2021-04-06,Pfizer/BioNTech,1454132
Czechia,2021-04-07,Moderna,201772
Czechia,2021-04-07,Oxford/AstraZeneca,247146
Czechia,2021-04-07,Pfizer/BioNTech,1483013
Czechia,2021-04-08,Moderna,207971
Czechia,2021-04-08,Oxford/AstraZeneca,258511
