location,date,age_group,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred
Lithuania,2021-03-12,80+,35.04,6.52
Lithuania,2021-03-19,18-24,1.96,1.42
Lithuania,2021-03-19,25-49,4.99,3.49
Lithuania,2021-03-19,50-59,8.64,6.39
Lithuania,2021-03-19,60-69,13.1,6.16
Lithuania,2021-03-19,70-79,31.55,3.45
Lithuania,2021-03-19,80+,35.73,11.07
Lithuania,2021-03-26,18-24,2.34,1.49
Lithuania,2021-03-26,25-49,5.58,3.62
Lithuania,2021-03-26,50-59,9.72,6.64
Lithuania,2021-03-26,60-69,17.94,6.74
Lithuania,2021-03-26,70-79,38.66,8.26
Lithuania,2021-03-26,80+,38.28,17.26
Lithuania,2021-04-02,18-24,4.25,1.56
Lithuania,2021-04-02,25-49,6.97,3.71
Lithuania,2021-04-02,50-59,11.72,6.8
Lithuania,2021-04-02,60-69,23.27,7.75
Lithuania,2021-04-02,70-79,45.41,14.25
Lithuania,2021-04-02,80+,40.73,20.86
Lithuania,2021-04-09,18-24,8.02,1.62
Lithuania,2021-04-09,25-49,9.6,3.78
Lithuania,2021-04-09,50-59,15.58,6.97
Lithuania,2021-04-09,60-69,31.03,8.8
Lithuania,2021-04-09,70-79,51.9,16.74
Lithuania,2021-04-09,80+,43.08,21.94
Lithuania,2021-04-16,18-24,9.97,1.68
Lithuania,2021-04-16,25-49,11.92,3.92
Lithuania,2021-04-16,50-59,19.13,7.29
Lithuania,2021-04-16,60-69,37.61,10.45
Lithuania,2021-04-16,70-79,56.94,20.56
Lithuania,2021-04-16,80+,45.59,23.34
Lithuania,2021-04-23,18-24,12.58,1.89
Lithuania,2021-04-23,25-49,14.19,4.39
Lithuania,2021-04-23,50-59,22.42,8.03
Lithuania,2021-04-23,60-69,42.18,13.6
Lithuania,2021-04-23,70-79,59.79,26.6
Lithuania,2021-04-23,80+,47.18,25.63
Lithuania,2021-04-30,18-24,14.27,3.68
Lithuania,2021-04-30,25-49,16.49,5.44
Lithuania,2021-04-30,50-59,26.44,9.89
Lithuania,2021-04-30,60-69,46.44,19.22
Lithuania,2021-04-30,70-79,61.08,32.49
Lithuania,2021-04-30,80+,48.08,27.88
Lithuania,2021-05-07,18-24,16.51,5.56
Lithuania,2021-05-07,25-49,20.72,7.2
Lithuania,2021-05-07,50-59,31.65,12.91
Lithuania,2021-05-07,60-69,50.38,26.21
Lithuania,2021-05-07,70-79,62.44,39.01
Lithuania,2021-05-07,80+,48.94,31.32
Lithuania,2021-05-14,18-24,18.96,7.73
Lithuania,2021-05-14,25-49,24.97,8.88
Lithuania,2021-05-14,50-59,36.92,15.49
Lithuania,2021-05-14,60-69,54.43,30.38
Lithuania,2021-05-14,70-79,63.55,42.84
Lithuania,2021-05-14,80+,49.8,34.22
Lithuania,2021-05-21,18-24,20.88,9.43
Lithuania,2021-05-21,25-49,28.47,11.15
Lithuania,2021-05-21,50-59,41.21,19.31
Lithuania,2021-05-21,60-69,57.03,34.86
Lithuania,2021-05-21,70-79,64.31,46.53
Lithuania,2021-05-21,80+,50.42,38.87
Lithuania,2021-05-28,18-24,23.1,10.77
Lithuania,2021-05-28,25-49,33.18,13.66
Lithuania,2021-05-28,50-59,44.75,22.96
Lithuania,2021-05-28,60-69,59.27,38.57
Lithuania,2021-05-28,70-79,65.08,50.77
Lithuania,2021-05-28,80+,51.03,41.52
Lithuania,2021-06-04,18-24,33.25,13.35
Lithuania,2021-06-04,25-49,39.3,17.15
Lithuania,2021-06-04,50-59,47.07,27.86
Lithuania,2021-06-04,60-69,60.8,43.99
Lithuania,2021-06-04,70-79,65.68,56.57
Lithuania,2021-06-04,80+,51.5,43.73
Lithuania,2021-06-11,18-24,37.97,15.79
Lithuania,2021-06-11,25-49,42.58,21.14
Lithuania,2021-06-11,50-59,48.99,32.94
Lithuania,2021-06-11,60-69,62.11,48.47
Lithuania,2021-06-11,70-79,66.27,59.77
Lithuania,2021-06-11,80+,51.99,44.99
Lithuania,2021-06-18,18-24,39.95,18.78
Lithuania,2021-06-18,25-49,44.23,26.88
Lithuania,2021-06-18,50-59,50.37,37.91
Lithuania,2021-06-18,60-69,63.13,53.02
Lithuania,2021-06-18,70-79,66.77,62.39
Lithuania,2021-06-18,80+,52.37,46.07
Lithuania,2021-06-25,18-24,41.12,27.31
Lithuania,2021-06-25,25-49,45.16,32.89
Lithuania,2021-06-25,50-59,51.05,41.11
Lithuania,2021-06-25,60-69,63.6,55.97
Lithuania,2021-06-25,70-79,67.01,63.57
Lithuania,2021-06-25,80+,52.54,46.68
Luxembourg,2021-06-04,18-24,4.43,3.53
Luxembourg,2021-06-04,25-49,30.74,8.15
Luxembourg,2021-06-04,50-59,74.22,47.73
Luxembourg,2021-06-04,60-69,77.67,61.82
Luxembourg,2021-06-04,70-79,80.31,56.45
Luxembourg,2021-06-04,80+,79.67,76.75
Luxembourg,2021-06-11,18-24,4.56,3.89
Luxembourg,2021-06-11,25-49,37.35,11.24
Luxembourg,2021-06-11,50-59,75.0,64.06
Luxembourg,2021-06-11,60-69,78.14,70.94
Luxembourg,2021-06-11,70-79,80.61,78.09
Luxembourg,2021-06-11,80+,79.82,77.77
Luxembourg,2021-06-18,18-24,5.34,4.7
Luxembourg,2021-06-18,25-49,47.09,15.95
Luxembourg,2021-06-18,50-59,75.76,70.16
Luxembourg,2021-06-18,60-69,78.63,73.99
Luxembourg,2021-06-18,70-79,80.89,78.82
Luxembourg,2021-06-18,80+,80.02,78.14
Luxembourg,2021-06-25,18-24,9.13,8.49
Luxembourg,2021-06-25,25-49,53.39,17.75
Luxembourg,2021-06-25,50-59,76.11,70.7
Luxembourg,2021-06-25,60-69,78.91,76.66
Luxembourg,2021-06-25,70-79,81.06,79.05
Luxembourg,2021-06-25,80+,80.14,78.25
Malta,2021-01-01,18-24,0.01,0.0
Malta,2021-01-01,25-49,0.02,0.0
Malta,2021-01-01,50-59,0.03,0.0
Malta,2021-01-01,60-69,0.0,0.0
Malta,2021-01-01,70-79,0.0,0.0
Malta,2021-01-08,18-24,0.65,0.0
Malta,2021-01-08,25-49,1.2,0.0
Malta,2021-01-08,50-59,1.83,0.0
Malta,2021-01-08,60-69,0.62,0.0
Malta,2021-01-08,70-79,0.34,0.0
Malta,2021-01-08,80+,2.16,0.0
Malta,2021-01-15,18-24,1.31,0.01
Malta,2021-01-15,25-49,2.14,0.02
Malta,2021-01-15,50-59,3.1,0.02
Malta,2021-01-15,60-69,1.11,0.01
Malta,2021-01-15,70-79,0.84,0.0
Malta,2021-01-15,80+,17.23,0.0
Malta,2021-01-22,18-24,2.06,0.14
Malta,2021-01-22,25-49,3.35,0.29
Malta,2021-01-22,50-59,4.68,0.4
Malta,2021-01-22,60-69,1.71,0.13
Malta,2021-01-22,70-79,1.58,0.05
Malta,2021-01-22,80+,30.19,0.38
Malta,2021-01-29,18-24,2.57,0.46
Malta,2021-01-29,25-49,4.39,0.85
Malta,2021-01-29,50-59,6.24,1.38
Malta,2021-01-29,60-69,2.3,0.52
Malta,2021-01-29,70-79,2.23,0.3
Malta,2021-01-29,80+,36.3,1.91
Malta,2021-02-05,18-24,3.06,1.02
Malta,2021-02-05,25-49,5.29,1.67
Malta,2021-02-05,50-59,7.55,2.53
Malta,2021-02-05,60-69,3.01,0.98
Malta,2021-02-05,70-79,2.87,0.73
Malta,2021-02-05,80+,53.7,14.56
Malta,2021-02-12,18-24,3.82,1.64
Malta,2021-02-12,25-49,6.11,2.65
Malta,2021-02-12,50-59,8.47,3.85
Malta,2021-02-12,60-69,3.58,1.51
Malta,2021-02-12,70-79,3.3,1.45
Malta,2021-02-12,80+,68.52,27.37
Malta,2021-02-19,18-24,4.97,2.04
Malta,2021-02-19,25-49,7.29,3.46
Malta,2021-02-19,50-59,10.33,5.21
Malta,2021-02-19,60-69,5.31,2.02
Malta,2021-02-19,70-79,5.48,2.01
Malta,2021-02-19,80+,77.33,33.25
Malta,2021-02-26,18-24,7.63,2.48
Malta,2021-02-26,25-49,10.22,4.29
Malta,2021-02-26,50-59,13.34,6.36
Malta,2021-02-26,60-69,8.52,2.65
Malta,2021-02-26,70-79,9.24,2.58
Malta,2021-02-26,80+,82.04,46.34
Malta,2021-03-05,18-24,8.9,2.72
Malta,2021-03-05,25-49,12.25,4.7
Malta,2021-03-05,50-59,15.33,6.79
Malta,2021-03-05,60-69,11.3,2.95
Malta,2021-03-05,70-79,11.17,2.97
Malta,2021-03-05,80+,84.38,57.26
Malta,2021-03-12,18-24,9.89,3.08
Malta,2021-03-12,25-49,13.7,5.17
Malta,2021-03-12,50-59,16.88,7.62
Malta,2021-03-12,60-69,13.92,4.18
Malta,2021-03-12,70-79,19.96,4.75
Malta,2021-03-12,80+,88.12,65.35
Malta,2021-03-19,18-24,11.24,3.55
Malta,2021-03-19,25-49,15.03,5.67
Malta,2021-03-19,50-59,18.08,8.93
Malta,2021-03-19,60-69,20.96,6.69
Malta,2021-03-19,70-79,29.66,8.09
Malta,2021-03-19,80+,93.64,68.76
Malta,2021-03-26,18-24,12.54,3.73
Malta,2021-03-26,25-49,16.0,6.02
Malta,2021-03-26,50-59,20.27,10.93
Malta,2021-03-26,60-69,30.66,10.24
Malta,2021-03-26,70-79,46.15,12.19
Malta,2021-03-26,80+,95.33,69.39
Malta,2021-04-02,18-24,12.99,4.16
Malta,2021-04-02,25-49,16.6,6.83
Malta,2021-04-02,50-59,21.17,11.61
Malta,2021-04-02,60-69,45.76,11.22
Malta,2021-04-02,70-79,70.65,19.93
Malta,2021-04-02,80+,96.04,76.15
Malta,2021-04-09,18-24,13.76,4.53
Malta,2021-04-09,25-49,17.62,7.33
Malta,2021-04-09,50-59,28.72,12.32
Malta,2021-04-09,60-69,56.18,12.68
Malta,2021-04-09,70-79,77.74,50.08
Malta,2021-04-09,80+,96.81,83.19
Malta,2021-04-16,18-24,14.61,6.23
Malta,2021-04-16,25-49,18.61,8.5
Malta,2021-04-16,50-59,45.52,13.75
Malta,2021-04-16,60-69,61.18,15.94
Malta,2021-04-16,70-79,85.77,56.39
Malta,2021-04-16,80+,97.51,86.6
Malta,2021-04-23,18-24,15.59,8.41
Malta,2021-04-23,25-49,21.06,10.76
Malta,2021-04-23,50-59,59.55,15.29
Malta,2021-04-23,60-69,67.17,22.46
Malta,2021-04-23,70-79,92.26,65.58
Malta,2021-04-23,80+,98.61,87.4
Malta,2021-04-30,18-24,16.92,9.01
Malta,2021-04-30,25-49,27.72,12.25
Malta,2021-04-30,50-59,64.46,17.52
Malta,2021-04-30,60-69,72.54,25.36
Malta,2021-04-30,70-79,94.17,73.38
Malta,2021-04-30,80+,98.92,88.34
Malta,2021-05-07,18-24,18.97,9.65
Malta,2021-05-07,25-49,39.42,13.32
Malta,2021-05-07,50-59,68.56,23.19
Malta,2021-05-07,60-69,73.2,29.21
Malta,2021-05-07,70-79,94.58,82.28
Malta,2021-05-07,80+,99.09,89.24
Malta,2021-05-14,18-24,19.76,11.36
Malta,2021-05-14,25-49,48.93,17.88
Malta,2021-05-14,50-59,70.71,30.75
Malta,2021-05-14,60-69,73.67,35.87
Malta,2021-05-14,70-79,94.8,89.6
Malta,2021-05-14,80+,99.25,90.49
Malta,2021-05-21,18-24,33.32,15.04
Malta,2021-05-21,25-49,53.18,27.05
Malta,2021-05-21,50-59,71.98,39.05
Malta,2021-05-21,60-69,73.99,53.09
Malta,2021-05-21,70-79,94.94,93.82
Malta,2021-05-21,80+,99.41,91.18
Malta,2021-05-28,18-24,40.77,19.0
Malta,2021-05-28,25-49,55.93,37.65
Malta,2021-05-28,50-59,72.56,43.36
Malta,2021-05-28,60-69,74.13,62.75
Malta,2021-05-28,70-79,95.01,94.33
Malta,2021-05-28,80+,99.51,91.49
Malta,2021-06-04,18-24,49.19,22.15
Malta,2021-06-04,25-49,58.34,44.97
Malta,2021-06-04,50-59,73.28,45.7
Malta,2021-06-04,60-69,74.3,70.83
Malta,2021-06-04,70-79,95.09,95.4
Malta,2021-06-04,80+,99.68,91.78
Malta,2021-06-11,18-24,55.67,34.75
Malta,2021-06-11,25-49,61.81,49.44
Malta,2021-06-11,50-59,74.32,47.78
Malta,2021-06-11,60-69,74.48,86.37
Malta,2021-06-11,70-79,95.18,97.9
Malta,2021-06-11,80+,99.81,91.93
Malta,2021-06-18,18-24,59.81,43.46
Malta,2021-06-18,25-49,63.71,53.69
Malta,2021-06-18,50-59,75.01,56.38
Malta,2021-06-18,60-69,74.65,94.8
Malta,2021-06-18,70-79,95.26,99.39
Malta,2021-06-18,80+,99.87,92.08
Malta,2021-06-25,18-24,61.36,55.96
Malta,2021-06-25,25-49,64.35,58.6
Malta,2021-06-25,50-59,75.27,71.79
Malta,2021-06-25,60-69,74.73,96.98
Malta,2021-06-25,70-79,95.32,99.76
Malta,2021-06-25,80+,99.91,92.4
Norway,2021-01-22,18-24,0.1,0.0
Norway,2021-01-22,25-49,0.44,0.0
Norway,2021-01-22,50-59,0.4,0.01
Norway,2021-01-22,60-69,0.31,0.02
Norway,2021-01-22,70-79,0.35,0.08
Norway,2021-01-22,80+,27.3,0.56
Norway,2021-01-29,18-24,0.17,0.01
Norway,2021-01-29,25-49,0.67,0.04
Norway,2021-01-29,50-59,0.66,0.08
Norway,2021-01-29,60-69,0.53,0.21
Norway,2021-01-29,70-79,0.64,0.79
Norway,2021-01-29,80+,35.28,5.93
Norway,2021-02-05,18-24,0.32,0.09
Norway,2021-02-05,25-49,1.05,0.44
Norway,2021-02-05,50-59,1.14,0.48
Norway,2021-02-05,60-69,0.9,0.54
Norway,2021-02-05,70-79,2.08,1.29
Norway,2021-02-05,80+,55.56,10.67
Norway,2021-02-12,18-24,0.44,0.18
Norway,2021-02-12,25-49,1.34,0.86
Norway,2021-02-12,50-59,1.49,0.86
Norway,2021-02-12,60-69,1.19,0.83
Norway,2021-02-12,70-79,4.78,1.61
Norway,2021-02-12,80+,70.55,15.2
Norway,2021-02-19,18-24,0.72,0.46
Norway,2021-02-19,25-49,1.51,0.88
Norway,2021-02-19,50-59,3.42,1.47
Norway,2021-02-19,60-69,2.2,1.15
Norway,2021-02-19,70-79,7.03,1.91
Norway,2021-02-19,80+,80.17,23.29
Norway,2021-02-26,18-24,1.4,0.58
Norway,2021-02-26,25-49,2.48,1.2
Norway,2021-02-26,50-59,4.63,1.88
Norway,2021-02-26,60-69,2.83,1.47
Norway,2021-02-26,70-79,7.32,3.27
Norway,2021-02-26,80+,81.11,42.53
Norway,2021-03-05,18-24,2.41,0.67
Norway,2021-03-05,25-49,3.79,1.44
Norway,2021-03-05,50-59,6.23,2.2
Norway,2021-03-05,60-69,3.87,1.72
Norway,2021-03-05,70-79,8.54,4.98
Norway,2021-03-05,80+,84.14,55.59
Norway,2021-03-12,18-24,3.12,0.77
Norway,2021-03-12,25-49,4.56,1.64
Norway,2021-03-12,50-59,7.47,2.45
Norway,2021-03-12,60-69,5.22,1.95
Norway,2021-03-12,70-79,10.17,7.93
Norway,2021-03-12,80+,88.67,66.91
Norway,2021-03-19,18-24,3.17,0.79
Norway,2021-03-19,25-49,4.65,1.68
Norway,2021-03-19,50-59,7.61,2.5
Norway,2021-03-19,60-69,5.6,2.02
Norway,2021-03-19,70-79,17.88,8.19
Norway,2021-03-19,80+,96.41,67.84
Norway,2021-03-26,18-24,3.52,0.8
Norway,2021-03-26,25-49,5.38,1.71
Norway,2021-03-26,50-59,8.49,2.54
Norway,2021-03-26,60-69,6.89,2.15
Norway,2021-03-26,70-79,34.32,8.78
Norway,2021-03-26,80+,99.76,69.45
Norway,2021-04-02,18-24,3.78,0.81
Norway,2021-04-02,25-49,5.91,1.73
Norway,2021-04-02,50-59,9.42,2.57
Norway,2021-04-02,60-69,8.87,2.26
Norway,2021-04-02,70-79,47.05,9.79
Norway,2021-04-02,80+,100.73,72.7
Norway,2021-04-09,18-24,4.29,0.82
Norway,2021-04-09,25-49,6.82,1.76
Norway,2021-04-09,50-59,11.7,2.62
Norway,2021-04-09,60-69,14.38,2.37
Norway,2021-04-09,70-79,68.68,10.88
Norway,2021-04-09,80+,101.54,74.74
Norway,2021-04-16,18-24,4.81,0.84
Norway,2021-04-16,25-49,7.62,1.79
Norway,2021-04-16,50-59,14.32,2.69
Norway,2021-04-16,60-69,28.01,2.47
Norway,2021-04-16,70-79,85.76,11.23
Norway,2021-04-16,80+,102.16,75.07
Norway,2021-04-23,18-24,5.29,0.88
Norway,2021-04-23,25-49,8.44,1.89
Norway,2021-04-23,50-59,17.01,2.91
Norway,2021-04-23,60-69,43.61,2.74
Norway,2021-04-23,70-79,91.48,11.51
Norway,2021-04-23,80+,102.52,75.48
Norway,2021-04-30,18-24,5.97,0.97
Norway,2021-04-30,25-49,9.9,2.11
Norway,2021-04-30,50-59,22.82,3.31
Norway,2021-04-30,60-69,56.65,3.31
Norway,2021-04-30,70-79,93.58,18.67
Norway,2021-04-30,80+,102.86,82.77
Norway,2021-05-07,18-24,6.73,1.25
Norway,2021-05-07,25-49,11.6,2.69
Norway,2021-05-07,50-59,26.78,4.1
Norway,2021-05-07,60-69,62.84,4.58
Norway,2021-05-07,70-79,94.55,34.4
Norway,2021-05-07,80+,103.16,86.18
Norway,2021-05-14,18-24,7.51,1.52
Norway,2021-05-14,25-49,13.08,3.23
Norway,2021-05-14,50-59,30.27,4.98
Norway,2021-05-14,60-69,67.85,6.54
Norway,2021-05-14,70-79,95.16,46.99
Norway,2021-05-14,80+,103.38,87.23
Norway,2021-05-21,18-24,7.77,1.94
Norway,2021-05-21,25-49,13.55,4.03
Norway,2021-05-21,50-59,31.63,6.93
Norway,2021-05-21,60-69,69.0,11.67
Norway,2021-05-21,70-79,95.53,67.71
Norway,2021-05-21,80+,103.48,88.01
Norway,2021-05-28,18-24,8.07,2.42
Norway,2021-05-28,25-49,14.08,4.79
Norway,2021-05-28,50-59,32.88,9.36
Norway,2021-05-28,60-69,70.3,24.2
Norway,2021-05-28,70-79,95.86,85.07
Norway,2021-05-28,80+,103.59,88.63
Norway,2021-06-04,18-24,9.75,3.44
Norway,2021-06-04,25-49,16.81,6.18
Norway,2021-06-04,50-59,41.13,12.89
Norway,2021-06-04,60-69,78.85,40.42
Norway,2021-06-04,70-79,96.28,91.47
Norway,2021-06-04,80+,103.76,89.07
Norway,2021-06-11,18-24,12.3,4.21
Norway,2021-06-11,25-49,19.48,7.7
Norway,2021-06-11,50-59,49.88,18.58
Norway,2021-06-11,60-69,83.23,53.68
Norway,2021-06-11,70-79,96.5,93.81
Norway,2021-06-11,80+,103.88,89.38
Norway,2021-06-18,18-24,18.87,4.91
Norway,2021-06-18,25-49,22.58,9.28
Norway,2021-06-18,50-59,63.46,22.41
Norway,2021-06-18,60-69,87.98,59.64
Norway,2021-06-18,70-79,96.7,94.76
Norway,2021-06-18,80+,104.0,89.65
Norway,2021-06-25,18-24,27.66,5.65
Norway,2021-06-25,25-49,29.32,10.7
Norway,2021-06-25,50-59,77.08,25.67
Norway,2021-06-25,60-69,90.81,64.06
Norway,2021-06-25,70-79,96.87,95.31
Norway,2021-06-25,80+,104.11,89.85
Poland,2021-01-01,18-24,0.0,0.0
Poland,2021-01-01,25-49,0.01,0.0
Poland,2021-01-01,50-59,0.01,0.0
Poland,2021-01-01,60-69,0.01,0.0
Poland,2021-01-01,70-79,0.0,0.0
Poland,2021-01-01,80+,0.0,0.0
Poland,2021-01-08,18-24,0.32,0.0
Poland,2021-01-08,25-49,0.7,0.0
Poland,2021-01-08,50-59,1.37,0.0
Poland,2021-01-08,60-69,0.66,0.0
Poland,2021-01-08,70-79,0.25,0.0
Poland,2021-01-08,80+,0.13,0.0
Poland,2021-01-15,18-24,1.13,0.0
Poland,2021-01-15,25-49,1.61,0.0
Poland,2021-01-15,50-59,2.91,0.0
Poland,2021-01-15,60-69,1.44,0.0
Poland,2021-01-15,70-79,0.55,0.0
Poland,2021-01-15,80+,0.29,0.0
Poland,2021-01-22,18-24,1.5,0.04
Poland,2021-01-22,25-49,2.07,0.16
Poland,2021-01-22,50-59,3.66,0.32
Poland,2021-01-22,60-69,2.01,0.16
Poland,2021-01-22,70-79,1.21,0.06
Poland,2021-01-22,80+,2.47,0.03
Poland,2021-01-29,18-24,1.84,0.29
Poland,2021-01-29,25-49,2.44,0.66
Poland,2021-01-29,50-59,4.19,1.31
Poland,2021-01-29,60-69,2.34,0.64
Poland,2021-01-29,70-79,2.45,0.24
Poland,2021-01-29,80+,13.2,0.12
Poland,2021-02-05,18-24,1.97,1.03
Poland,2021-02-05,25-49,2.56,1.5
Poland,2021-02-05,50-59,4.34,2.75
Poland,2021-02-05,60-69,2.53,1.38
Poland,2021-02-05,70-79,4.7,0.53
Poland,2021-02-05,80+,21.63,0.28
Poland,2021-02-12,18-24,2.09,1.38
Poland,2021-02-12,25-49,2.76,2.0
Poland,2021-02-12,50-59,4.64,3.55
Poland,2021-02-12,60-69,2.8,1.96
Poland,2021-02-12,70-79,8.47,1.17
Poland,2021-02-12,80+,28.28,2.37
Poland,2021-02-19,18-24,2.22,1.69
Poland,2021-02-19,25-49,3.29,2.33
Poland,2021-02-19,50-59,5.57,4.04
Poland,2021-02-19,60-69,3.09,2.26
Poland,2021-02-19,70-79,12.07,2.19
Poland,2021-02-19,80+,32.6,12.16
Poland,2021-02-26,18-24,2.32,1.89
Poland,2021-02-26,25-49,4.0,2.5
Poland,2021-02-26,50-59,6.81,4.26
Poland,2021-02-26,60-69,3.6,2.48
Poland,2021-02-26,70-79,16.28,4.33
Poland,2021-02-26,80+,36.17,20.74
Poland,2021-03-05,18-24,2.44,2.02
Poland,2021-03-05,25-49,4.81,2.62
Poland,2021-03-05,50-59,8.1,4.41
Poland,2021-03-05,60-69,4.29,2.72
Poland,2021-03-05,70-79,20.95,7.69
Poland,2021-03-05,80+,39.22,27.27
Poland,2021-03-12,18-24,2.87,2.08
Poland,2021-03-12,25-49,5.3,2.69
Poland,2021-03-12,50-59,8.74,4.51
Poland,2021-03-12,60-69,5.09,2.91
Poland,2021-03-12,70-79,26.78,10.6
Poland,2021-03-12,80+,42.43,31.22
Poland,2021-03-19,18-24,3.18,2.12
Poland,2021-03-19,25-49,5.56,2.74
Poland,2021-03-19,50-59,9.08,4.58
Poland,2021-03-19,60-69,6.07,3.12
Poland,2021-03-19,70-79,32.59,14.12
Poland,2021-03-19,80+,45.07,34.53
Poland,2021-03-26,18-24,3.35,2.15
Poland,2021-03-26,25-49,5.9,2.79
Poland,2021-03-26,50-59,9.63,4.66
Poland,2021-03-26,60-69,12.69,3.4
Poland,2021-03-26,70-79,39.54,18.69
Poland,2021-03-26,80+,47.78,37.79
Poland,2021-04-02,18-24,3.58,2.17
Poland,2021-04-02,25-49,6.49,2.82
Poland,2021-04-02,50-59,10.54,4.69
Poland,2021-04-02,60-69,19.83,3.54
Poland,2021-04-02,70-79,45.7,20.59
Poland,2021-04-02,80+,49.91,38.71
Poland,2021-04-09,18-24,3.94,2.18
Poland,2021-04-09,25-49,7.29,2.84
Poland,2021-04-09,50-59,13.15,4.72
Poland,2021-04-09,60-69,28.79,3.6
Poland,2021-04-09,70-79,54.72,21.26
Poland,2021-04-09,80+,52.4,39.01
Poland,2021-04-16,18-24,4.28,2.2
Poland,2021-04-16,25-49,8.1,2.89
Poland,2021-04-16,50-59,17.52,4.91
Poland,2021-04-16,60-69,37.72,4.24
Poland,2021-04-16,70-79,61.61,25.56
Poland,2021-04-16,80+,54.24,41.46
Poland,2021-04-23,18-24,4.72,2.27
Poland,2021-04-23,25-49,9.35,3.11
Poland,2021-04-23,50-59,25.92,5.6
Poland,2021-04-23,60-69,45.24,5.23
Poland,2021-04-23,70-79,67.05,31.74
Poland,2021-04-23,80+,55.83,44.27
Poland,2021-04-30,18-24,5.3,2.4
Poland,2021-04-30,25-49,12.96,3.76
Poland,2021-04-30,50-59,32.58,6.72
Poland,2021-04-30,60-69,51.18,6.52
Poland,2021-04-30,70-79,70.98,38.5
Poland,2021-04-30,80+,57.08,47.03
Poland,2021-05-07,18-24,6.93,2.61
Poland,2021-05-07,25-49,18.48,4.7
Poland,2021-05-07,50-59,37.52,8.34
Poland,2021-05-07,60-69,54.59,9.47
Poland,2021-05-07,70-79,72.84,44.95
Poland,2021-05-07,80+,57.81,49.19
Poland,2021-05-14,18-24,12.27,3.15
Poland,2021-05-14,25-49,24.12,6.23
Poland,2021-05-14,50-59,41.39,11.6
Poland,2021-05-14,60-69,57.1,14.42
Poland,2021-05-14,70-79,74.17,54.07
Poland,2021-05-14,80+,58.41,51.77
Poland,2021-05-21,18-24,17.47,4.01
Poland,2021-05-21,25-49,28.77,7.75
Poland,2021-05-21,50-59,45.2,15.61
Poland,2021-05-21,60-69,59.5,21.02
Poland,2021-05-21,70-79,75.39,61.26
Poland,2021-05-21,80+,58.96,53.71
Poland,2021-05-28,18-24,21.28,5.6
Poland,2021-05-28,25-49,32.18,10.09
Poland,2021-05-28,50-59,48.03,23.02
Poland,2021-05-28,60-69,61.27,28.28
Poland,2021-05-28,70-79,76.4,66.58
Poland,2021-05-28,80+,59.44,55.29
Poland,2021-06-04,18-24,26.52,7.13
Poland,2021-06-04,25-49,35.89,13.84
Poland,2021-06-04,50-59,50.64,29.89
Poland,2021-06-04,60-69,63.05,34.83
Poland,2021-06-04,70-79,77.46,70.7
Poland,2021-06-04,80+,59.97,56.58
Poland,2021-06-11,18-24,30.61,9.42
Poland,2021-06-11,25-49,39.06,19.26
Poland,2021-06-11,50-59,52.98,35.26
Poland,2021-06-11,60-69,64.63,42.77
Poland,2021-06-11,70-79,78.45,72.87
Poland,2021-06-11,80+,60.53,57.44
Poland,2021-06-18,18-24,33.37,13.91
Poland,2021-06-18,25-49,41.23,24.53
Poland,2021-06-18,50-59,54.61,39.26
Poland,2021-06-18,60-69,65.79,49.41
Poland,2021-06-18,70-79,79.21,74.33
Poland,2021-06-18,80+,60.97,58.1
Poland,2021-06-25,18-24,35.37,19.24
Poland,2021-06-25,25-49,42.84,29.49
Poland,2021-06-25,50-59,55.83,43.67
Poland,2021-06-25,60-69,66.68,55.49
Poland,2021-06-25,70-79,79.8,75.7
Poland,2021-06-25,80+,61.32,58.71
Poland,2021-06-29,18-24,35.79,20.42
Poland,2021-06-29,25-49,43.14,30.53
Poland,2021-06-29,50-59,56.05,44.7
Poland,2021-06-29,60-69,66.85,57.0
Poland,2021-06-29,70-79,79.92,75.95
Poland,2021-06-29,80+,61.38,58.83
Portugal,2021-01-08,18-24,0.41,0.0
Portugal,2021-01-08,25-49,1.56,0.0
Portugal,2021-01-08,50-59,1.13,0.0
Portugal,2021-01-08,60-69,0.61,0.0
Portugal,2021-01-08,70-79,0.13,0.0
Portugal,2021-01-08,80+,0.64,0.0
Portugal,2021-01-15,18-24,0.59,0.01
Portugal,2021-01-15,25-49,2.05,0.02
Portugal,2021-01-15,50-59,1.69,0.01
Portugal,2021-01-15,60-69,1.01,0.01
Portugal,2021-01-15,70-79,0.5,0.0
Portugal,2021-01-15,80+,2.78,0.0
Portugal,2021-01-22,18-24,1.08,0.16
Portugal,2021-01-22,25-49,3.16,0.67
Portugal,2021-01-22,50-59,3.04,0.44
Portugal,2021-01-22,60-69,1.91,0.23
Portugal,2021-01-22,70-79,1.5,0.01
Portugal,2021-01-22,80+,8.55,0.04
Portugal,2021-01-29,18-24,1.27,0.36
Portugal,2021-01-29,25-49,3.63,1.44
Portugal,2021-01-29,50-59,3.56,1.05
Portugal,2021-01-29,60-69,2.31,0.58
Portugal,2021-01-29,70-79,1.93,0.11
Portugal,2021-01-29,80+,9.64,0.54
Portugal,2021-02-05,18-24,1.39,0.48
Portugal,2021-02-05,25-49,3.93,1.81
Portugal,2021-02-05,50-59,3.83,1.49
Portugal,2021-02-05,60-69,2.51,0.89
Portugal,2021-02-05,70-79,2.1,0.38
